Rating,Review_title,Product_review
5.0 out of 5 stars,Great robo vac,"Great robo vacuum with a good mobile app. Battery lasts long enough to clean entire floor which is about 900 square feet. It's thin enough to go under most of our furniture. It does get ""lost"" occasionally and can't find it's way back to the charger, but not often. Planning to buy a ""smarter"" Roborock for upstairs."
5.0 out of 5 stars,Great buy,I think this is fantastic! Really does a great job getting up the debris on the floors and navigating around my furniture. Easy to set up and link to alexa. Cuts the floor cleaning efforts by a ton. I HATE cleaning my floors. The mop attachment is also really useful. Used it 1 time so far after I mopped and the pad got the leftover stuff. I no longer stress about vacuuming after company leaves. Just turn this little bugger on and let it do the cleaning for me!
5.0 out of 5 stars,Dog-friendly,"I am very pleased with this entry level robo vacuum. It is perfect for an everyday sweep of dog hair. Had I to do it again, I would have started with a higher model that allows me to define room areas and starting points. I’m happy with the low sound too — my dogs are fine with it."
5.0 out of 5 stars,I love this product.,"Works great app was very easy setting up cleans well. You have to take care of this machine. Clean regularly, empty and change filters every two to three months. They also sell a brush kit at a great value. Order one when buying this great vacuum."
4.0 out of 5 stars,Good suction,I have ceramic tile floors and a couple of throw rugs. It works great as far as cleaning. It does seem to get confused sometimes. It’s still learning the layout of my house I guess. When I first was setting it up it kept saying not finding my WiFi even though it did. I had to close out the app and reopen it and it was there. Overall it does a good job cleaning. It does get stuck under my dresser sometimes and the little rubber feelers got tangled in one of my shag area rugs so I just vacuum that myself now.
5.0 out of 5 stars,Best purchase I've ever made,"I'm in love! I pored over reviews and product comparisons before settling on this robo-vacuum. I'm so happy with my purchase. We have a very active home between kids and pets and this vacuum has revolutionized my floor care. I went from sweeping 3 times a day to... Never! The suction is great, it's not too loud to run during naptime, and it cleans so much more than I ever anticipated."
5.0 out of 5 stars,So quite on porcelain floor,"Works as intended following a pattern. Nice cleaning in porcelain floor. It cleans my hair and the pets hair. I have a Roomba, and the Roomba is noisy and crazy. In the future I will buy the expensive one, since I know this brand is worthy."
3.0 out of 5 stars,Suction is great but can’t add app,Love the suction and more organized way it cleans. BUT I have yet been able to add the app.
4.0 out of 5 stars,So far ok,"It has done a decent job keeping the dog hair swept up, and the dust down. It has a difficult time transitioning from wood floor to carpet, and some of the time can not do it. Best for wood floors, would not recommend for primary carpet."
5.0 out of 5 stars,Great value,"For the money, this thing is unbeatable. I use it only on hardwood but it zips around extremely quickly and has very strong suction power. It jumps on top of and over mats and even legs of chairs. This thing is unstoppable and very effective. Zero pet hair remains anywhere. Great product."
1.0 out of 5 stars,Broke after a few months,"Was working fine, now won't charge, keeps giving me ""error 13"". Roborock says because I live in Alaska I have to pay to send it to them to repair. Ummm, that is not in the purchase information. And I shouldn't have to have something repaired that I bought only a few months ago anyway! Try another brand."
5.0 out of 5 stars,Surprisingly Satisfied,"Recommend. Looked and reviewed many items, I was skeptical on these vacuums. I didn't want to spend a lot of money and be disappointed. We have dark hardwood floors. Does a great job. Still moving items to avoid it getting stuck. Wish the tray was a little bit bigger in the gathering section, seems to fill up every use. Still trying to find the best place for it's home base. Found myself looking to run this nightly - great coming downstairs and seeing floor clean."
5.0 out of 5 stars,BUY IT! GREAT FOR DOG HAIR!,"If you are debating on purchasing this or not, just do it! This is one of my favorite purchases for our home. We have a German Shepherd dog who sheds like crazy so we are sure to run the vacuum every day but it works so well! Just when I think there’s no more hair to clean up, it’s still finds more. We are really impressed with the technology of this robotic vacuum with a low price point. It is much smarter than the cheapest roomba and still cheaper! It is easy to clean and we haven’t had any issues with clogging, hair wrapping around the wheels or anything like that!"
